merchant_id,state,business_segment,city_tier,acquisition_channel,onboard_date,qr_ready,first_txn,active_7d,retained_30d,high_frequency,device_deployed,qr_ready_date,first_txn_date,active_7d_date,retained_30d_date,device_deployed_date
M000772,West Bengal,Pharmacy,Tier 1,Field sales,2026-06-26,1,0,0,0,0,0,2026-06-26,,,,
M000773,Bihar,Pharmacy,Tier 2,Organic QR,2025-07-02,1,0,0,0,0,0,2025-07-05,,,,
M000774,Madhya Pradesh,Services,Tier 1,Field sales,2026-03-19,1,1,1,1,0,0,2026-03-22,2026-03-25,2026-03-29,2026-04-17,
M000775,Madhya Pradesh,Fashion/Retail,Tier 2,Organic QR,2026-05-05,1,1,0,0,0,0,2026-05-07,2026-05-09,,,
M000776,Uttar Pradesh,Kirana/Grocery,Tier 3+,Field sales,2026-06-13,0,0,0,0,0,0,,,,,
M000777,Bihar,Kirana/Grocery,Tier 1,Field sales,2025-12-02,0,0,0,0,0,0,,,,,
M000778,Maharashtra,Services,Tier 3+,Organic QR,2025-08-13,1,1,0,0,0,0,2025-08-15,2025-08-14,,,
M000779,Bihar,Pharmacy,Tier 2,Partner,2025-10-07,1,1,1,1,0,0,2025-10-08,2025-10-10,2025-10-15,2025-11-05,
M000780,West Bengal,Fashion/Retail,Tier 2,Organic QR,2026-05-07,0,0,0,0,0,0,,,,,
M000781,Maharashtra,Kirana/Grocery,Tier 1,Organic QR,2026-05-17,1,1,0,0,0,0,2026-05-19,2026-05-19,,,
M000782,Madhya Pradesh,Services,Tier 2,Organic QR,2026-02-18,1,1,1,0,0,0,2026-02-21,2026-02-22,2026-02-23,,
M000783,West Bengal,Services,Tier 2,Organic QR,2025-08-14,1,1,0,0,0,0,2025-08-16,2025-08-17,,,
M000784,Karnataka,Kirana/Grocery,Tier 1,Referral,2025-08-14,1,1,1,1,0,1,2025-08-15,2025-08-21,2025-08-20,2025-09-16,2025-10-27
M000785,Uttar Pradesh,Services,Tier 2,Referral,2025-12-22,1,1,0,0,0,0,2025-12-23,2025-12-26,,,
M000786,West Bengal,Services,Tier 1,Referral,2026-01-31,1,1,1,0,0,0,2026-02-02,2026-01-31,2026-02-09,,
M000787,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2025-07-12,1,1,1,1,0,0,2025-07-15,2025-07-14,2025-07-16,2025-08-06,
M000788,Maharashtra,Food & Beverage,Tier 2,Organic QR,2026-03-08,1,1,1,1,1,0,2026-03-09,2026-03-13,2026-03-16,2026-04-08,
M000789,Telangana,Kirana/Grocery,Tier 2,Referral,2026-01-15,1,1,1,1,0,0,2026-01-17,2026-01-16,2026-01-23,2026-02-05,
M000790,Bihar,Other,Tier 3+,Online,2025-07-05,1,1,1,0,0,0,2025-07-07,2025-07-05,2025-07-08,,
M000791,Karnataka,Kirana/Grocery,Tier 3+,Organic QR,2025-08-04,0,0,0,0,0,0,,,,,
M000792,Telangana,Kirana/Grocery,Tier 3+,Organic QR,2025-12-13,1,1,0,0,0,0,2025-12-14,2025-12-17,,,
M000793,Maharashtra,Kirana/Grocery,Tier 3+,Referral,2026-03-21,1,0,0,0,0,0,2026-03-21,,,,
M000794,Maharashtra,Kirana/Grocery,Tier 1,Online,2026-04-28,1,1,1,0,0,0,2026-04-29,2026-04-30,2026-05-03,,
M000795,Uttar Pradesh,Kirana/Grocery,Tier 2,Organic QR,2025-12-05,1,1,0,0,0,0,2025-12-08,2025-12-05,,,
M000796,Rajasthan,Services,Tier 2,Field sales,2025-10-16,0,0,0,0,0,0,,,,,
M000797,Rajasthan,Kirana/Grocery,Tier 1,Referral,2026-06-19,0,0,0,0,0,0,,,,,
M000798,Bihar,Kirana/Grocery,Tier 3+,Partner,2025-12-15,1,0,0,0,0,0,2025-12-18,,,,
M000799,Uttar Pradesh,Kirana/Grocery,Tier 1,Field sales,2025-10-24,1,1,0,0,0,0,2025-10-25,2025-10-29,,,
M000800,Karnataka,Food & Beverage,Tier 3+,Field sales,2025-12-09,1,0,0,0,0,0,2025-12-11,,,,
M000801,Maharashtra,Kirana/Grocery,Tier 3+,Organic QR,2025-07-05,1,1,1,1,0,0,2025-07-07,2025-07-10,2025-07-10,2025-08-08,
M000802,Karnataka,Services,Tier 2,Partner,2025-10-19,1,1,0,0,0,0,2025-10-22,2025-10-24,,,
M000803,Telangana,Pharmacy,Tier 2,Referral,2026-01-05,1,1,1,1,0,1,2026-01-05,2026-01-05,2026-01-11,2026-01-26,2026-01-17
M000804,Maharashtra,Pharmacy,Tier 3+,Field sales,2026-06-01,1,1,1,0,0,0,2026-06-02,2026-06-07,2026-06-09,,
M000805,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2026-03-27,1,1,1,1,1,0,2026-03-28,2026-03-27,2026-04-01,2026-04-26,
M000806,Maharashtra,Fashion/Retail,Tier 3+,Partner,2026-04-12,1,1,1,1,0,1,2026-04-14,2026-04-16,2026-04-15,2026-05-04,2026-07-08
M000807,Rajasthan,Pharmacy,Tier 3+,Field sales,2026-01-15,1,1,1,1,1,0,2026-01-18,2026-01-22,2026-01-21,2026-02-19,
M000808,Rajasthan,Kirana/Grocery,Tier 1,Organic QR,2025-08-10,1,1,0,0,0,0,2025-08-11,2025-08-16,,,
M000809,West Bengal,Food & Beverage,Tier 1,Organic QR,2025-11-20,1,1,0,0,0,0,2025-11-22,2025-11-27,,,
M000810,Madhya Pradesh,Pharmacy,Tier 1,Field sales,2026-06-29,1,1,0,0,0,0,2026-07-02,2026-07-03,,,
M000811,Uttar Pradesh,Food & Beverage,Tier 2,Referral,2025-07-17,1,1,1,1,0,0,2025-07-18,2025-07-20,2025-07-27,2025-08-19,
M000812,Maharashtra,Food & Beverage,Tier 2,Field sales,2026-05-17,1,1,1,1,0,0,2026-05-19,2026-05-18,2026-05-27,2026-06-16,
M000813,Uttar Pradesh,Services,Tier 2,Referral,2026-03-07,1,0,0,0,0,0,2026-03-09,,,,
M000814,Maharashtra,Kirana/Grocery,Tier 3+,Partner,2025-10-12,1,1,1,0,0,0,2025-10-15,2025-10-19,2025-10-18,,
M000815,Uttar Pradesh,Other,Tier 1,Organic QR,2026-04-10,1,0,0,0,0,0,2026-04-13,,,,
M000816,Uttar Pradesh,Kirana/Grocery,Tier 3+,Online,2026-05-02,1,1,1,1,1,0,2026-05-03,2026-05-05,2026-05-07,2026-05-28,
M000817,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-07-16,1,0,0,0,0,0,2025-07-16,,,,
M000818,Karnataka,Kirana/Grocery,Tier 2,Referral,2025-08-08,1,1,1,1,0,1,2025-08-08,2025-08-12,2025-08-13,2025-08-30,2025-09-25
M000819,Bihar,Food & Beverage,Tier 1,Field sales,2026-02-28,1,1,1,1,0,1,2026-02-28,2026-03-01,2026-03-06,2026-04-04,2026-03-13
M000820,Madhya Pradesh,Fashion/Retail,Tier 3+,Online,2026-06-30,1,1,1,0,0,0,2026-07-01,2026-07-02,2026-07-05,,
M000821,Bihar,Fashion/Retail,Tier 3+,Field sales,2025-07-09,1,1,1,0,0,0,2025-07-10,2025-07-13,2025-07-16,,
M000822,Rajasthan,Other,Tier 1,Organic QR,2026-02-28,0,0,0,0,0,0,,,,,
M000823,Uttar Pradesh,Services,Tier 2,Field sales,2025-08-19,0,0,0,0,0,0,,,,,
M000824,Maharashtra,Food & Beverage,Tier 2,Organic QR,2026-02-23,0,0,0,0,0,0,,,,,
M000825,Bihar,Food & Beverage,Tier 2,Field sales,2026-02-13,0,0,0,0,0,0,,,,,
M000826,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-08-03,1,1,1,1,1,1,2025-08-03,2025-08-09,2025-08-10,2025-08-28,2025-09-30
M000827,Karnataka,Other,Tier 2,Field sales,2026-03-06,1,1,0,0,0,0,2026-03-07,2026-03-10,,,
M000828,Telangana,Services,Tier 3+,Field sales,2026-05-24,1,1,1,1,1,0,2026-05-26,2026-05-25,2026-05-29,2026-06-14,
M000829,West Bengal,Food & Beverage,Tier 3+,Partner,2026-05-12,1,1,1,0,0,0,2026-05-12,2026-05-14,2026-05-20,,
M000830,Rajasthan,Services,Tier 1,Organic QR,2025-07-11,0,0,0,0,0,0,,,,,
M000831,Uttar Pradesh,Fashion/Retail,Tier 3+,Field sales,2025-09-28,0,0,0,0,0,0,,,,,
M000832,Rajasthan,Kirana/Grocery,Tier 2,Online,2025-09-26,1,1,1,0,0,0,2025-09-27,2025-09-30,2025-10-06,,
M000833,Uttar Pradesh,Pharmacy,Tier 3+,Partner,2025-12-13,0,0,0,0,0,0,,,,,
M000834,Uttar Pradesh,Pharmacy,Tier 2,Field sales,2025-08-22,1,1,1,1,1,1,2025-08-24,2025-08-25,2025-08-30,2025-09-18,2025-10-26
M000835,Karnataka,Fashion/Retail,Tier 1,Organic QR,2026-05-08,1,1,0,0,0,0,2026-05-08,2026-05-09,,,
M000836,Uttar Pradesh,Kirana/Grocery,Tier 3+,Organic QR,2026-04-10,1,1,0,0,0,0,2026-04-12,2026-04-14,,,
M000837,Bihar,Kirana/Grocery,Tier 1,Organic QR,2026-04-22,0,0,0,0,0,0,,,,,
M000838,Maharashtra,Food & Beverage,Tier 3+,Online,2025-09-11,1,1,1,1,1,0,2025-09-14,2025-09-16,2025-09-14,2025-10-01,
M000839,Madhya Pradesh,Fashion/Retail,Tier 3+,Organic QR,2025-07-06,1,1,1,1,1,0,2025-07-07,2025-07-09,2025-07-12,2025-08-07,
M000840,Karnataka,Other,Tier 2,Online,2026-05-29,1,1,1,0,0,0,2026-05-29,2026-06-05,2026-06-01,,
M000841,Bihar,Services,Tier 2,Partner,2025-10-14,1,0,0,0,0,0,2025-10-15,,,,
M000842,Rajasthan,Kirana/Grocery,Tier 2,Online,2026-02-25,1,1,1,0,0,0,2026-02-27,2026-02-26,2026-03-02,,
M000843,Rajasthan,Kirana/Grocery,Tier 2,Organic QR,2026-05-28,1,1,0,0,0,0,2026-05-29,2026-05-30,,,
M000844,Rajasthan,Services,Tier 1,Partner,2025-07-14,0,0,0,0,0,0,,,,,
M000845,West Bengal,Kirana/Grocery,Tier 3+,Partner,2025-07-02,1,1,1,1,1,1,2025-07-05,2025-07-09,2025-07-10,2025-07-28,2025-07-22
M000846,Uttar Pradesh,Services,Tier 2,Referral,2025-07-02,0,0,0,0,0,0,,,,,
M000847,Bihar,Fashion/Retail,Tier 1,Field sales,2025-08-27,1,1,0,0,0,0,2025-08-27,2025-08-27,,,
M000848,Bihar,Food & Beverage,Tier 1,Field sales,2025-07-19,1,1,1,1,1,0,2025-07-20,2025-07-25,2025-07-29,2025-08-12,
M000849,Karnataka,Food & Beverage,Tier 3+,Field sales,2026-04-26,0,0,0,0,0,0,,,,,
M000850,Karnataka,Kirana/Grocery,Tier 3+,Field sales,2026-02-07,0,0,0,0,0,0,,,,,
M000851,Uttar Pradesh,Kirana/Grocery,Tier 2,Online,2026-06-23,1,0,0,0,0,0,2026-06-26,,,,
M000852,Karnataka,Pharmacy,Tier 1,Partner,2026-04-19,0,0,0,0,0,0,,,,,
M000853,Telangana,Food & Beverage,Tier 3+,Field sales,2026-06-17,1,1,1,1,1,1,2026-06-19,2026-06-18,2026-06-24,2026-07-11,2026-08-04
M000854,Uttar Pradesh,Kirana/Grocery,Tier 2,Organic QR,2025-09-26,1,1,1,1,1,0,2025-09-26,2025-09-27,2025-09-30,2025-10-23,
M000855,Rajasthan,Kirana/Grocery,Tier 3+,Field sales,2025-10-14,1,1,0,0,0,0,2025-10-15,2025-10-15,,,
M000856,Karnataka,Kirana/Grocery,Tier 3+,Referral,2026-05-07,1,1,1,1,1,0,2026-05-07,2026-05-10,2026-05-12,2026-05-28,
M000857,Madhya Pradesh,Services,Tier 3+,Online,2025-09-28,1,1,0,0,0,0,2025-10-01,2025-09-29,,,
M000858,Uttar Pradesh,Services,Tier 1,Field sales,2025-07-21,1,1,1,0,0,0,2025-07-24,2025-07-24,2025-07-28,,
M000859,Bihar,Services,Tier 3+,Organic QR,2026-03-02,1,1,1,1,1,0,2026-03-02,2026-03-03,2026-03-05,2026-03-25,
M000860,Maharashtra,Services,Tier 3+,Online,2026-04-19,1,1,0,0,0,0,2026-04-20,2026-04-26,,,
M000861,Uttar Pradesh,Kirana/Grocery,Tier 2,Partner,2026-06-19,1,1,1,0,0,0,2026-06-20,2026-06-24,2026-06-23,,
M000862,Maharashtra,Services,Tier 3+,Online,2026-06-04,1,1,1,1,0,1,2026-06-07,2026-06-09,2026-06-08,2026-06-29,2026-07-02
M000863,Rajasthan,Kirana/Grocery,Tier 2,Field sales,2025-08-13,1,1,1,0,0,0,2025-08-13,2025-08-13,2025-08-23,,
M000864,Telangana,Other,Tier 3+,Field sales,2026-04-08,1,0,0,0,0,0,2026-04-10,,,,
M000865,West Bengal,Kirana/Grocery,Tier 2,Partner,2026-05-05,1,1,1,0,0,0,2026-05-07,2026-05-10,2026-05-09,,
M000866,Telangana,Food & Beverage,Tier 1,Field sales,2026-03-12,1,1,0,0,0,0,2026-03-15,2026-03-18,,,
M000867,Uttar Pradesh,Kirana/Grocery,Tier 2,Referral,2026-04-26,1,1,0,0,0,0,2026-04-27,2026-04-27,,,
M000868,Karnataka,Fashion/Retail,Tier 1,Referral,2026-05-02,0,0,0,0,0,0,,,,,
M000869,Rajasthan,Kirana/Grocery,Tier 2,Field sales,2025-12-10,0,0,0,0,0,0,,,,,
M000870,Uttar Pradesh,Other,Tier 3+,Organic QR,2025-07-15,1,1,1,1,0,0,2025-07-16,2025-07-22,2025-07-21,2025-08-09,
M000871,Telangana,Kirana/Grocery,Tier 1,Referral,2025-12-14,1,1,1,1,1,0,2025-12-16,2025-12-15,2025-12-20,2026-01-03,
M000872,Karnataka,Fashion/Retail,Tier 3+,Online,2025-09-12,1,1,1,1,1,0,2025-09-14,2025-09-19,2025-09-20,2025-10-06,
M000873,Maharashtra,Services,Tier 1,Field sales,2025-08-11,1,1,1,1,0,1,2025-08-14,2025-08-18,2025-08-18,2025-09-06,2025-11-03
M000874,Maharashtra,Kirana/Grocery,Tier 2,Referral,2025-08-15,1,1,1,1,0,0,2025-08-15,2025-08-17,2025-08-20,2025-09-19,
M000875,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2026-03-12,1,1,1,1,0,1,2026-03-13,2026-03-15,2026-03-19,2026-04-15,2026-04-09
M000876,Uttar Pradesh,Food & Beverage,Tier 2,Online,2026-01-01,1,1,1,1,1,0,2026-01-02,2026-01-02,2026-01-10,2026-02-04,
M000877,Maharashtra,Fashion/Retail,Tier 3+,Partner,2026-01-14,1,1,1,1,1,1,2026-01-16,2026-01-14,2026-01-22,2026-02-05,2026-02-02
M000878,West Bengal,Fashion/Retail,Tier 3+,Field sales,2026-03-29,0,0,0,0,0,0,,,,,
M000879,Maharashtra,Kirana/Grocery,Tier 2,Partner,2026-01-17,1,1,0,0,0,0,2026-01-17,2026-01-20,,,
M000880,Uttar Pradesh,Food & Beverage,Tier 3+,Partner,2026-02-15,1,1,0,0,0,0,2026-02-15,2026-02-18,,,
M000881,Bihar,Kirana/Grocery,Tier 1,Partner,2025-08-01,0,0,0,0,0,0,,,,,
M000882,West Bengal,Kirana/Grocery,Tier 2,Field sales,2026-05-07,1,1,1,0,0,0,2026-05-08,2026-05-08,2026-05-12,,
M000883,Bihar,Services,Tier 1,Partner,2025-12-11,1,1,1,1,1,0,2025-12-11,2025-12-15,2025-12-14,2026-01-11,
M000884,Uttar Pradesh,Food & Beverage,Tier 3+,Referral,2025-08-26,1,1,1,1,1,0,2025-08-27,2025-09-02,2025-09-03,2025-09-15,
M000885,West Bengal,Kirana/Grocery,Tier 2,Field sales,2026-04-23,1,1,1,0,0,0,2026-04-23,2026-04-25,2026-04-30,,
M000886,Maharashtra,Fashion/Retail,Tier 2,Field sales,2026-03-26,1,0,0,0,0,0,2026-03-26,,,,
M000887,West Bengal,Pharmacy,Tier 3+,Online,2025-07-20,1,0,0,0,0,0,2025-07-21,,,,
M000888,Madhya Pradesh,Fashion/Retail,Tier 1,Partner,2025-09-09,1,1,1,1,1,1,2025-09-09,2025-09-15,2025-09-12,2025-09-30,2025-11-01
M000889,West Bengal,Kirana/Grocery,Tier 3+,Organic QR,2025-07-06,1,1,0,0,0,0,2025-07-08,2025-07-09,,,
M000890,Karnataka,Other,Tier 1,Online,2025-10-07,1,1,1,1,0,1,2025-10-09,2025-10-10,2025-10-10,2025-10-27,2025-12-29
M000891,Maharashtra,Services,Tier 2,Field sales,2025-08-06,1,1,1,0,0,0,2025-08-06,2025-08-08,2025-08-10,,
M000892,Rajasthan,Services,Tier 2,Referral,2026-03-17,1,1,0,0,0,0,2026-03-19,2026-03-24,,,
M000893,Uttar Pradesh,Kirana/Grocery,Tier 2,Organic QR,2026-01-07,1,1,1,1,1,1,2026-01-08,2026-01-10,2026-01-15,2026-02-11,2026-02-04
M000894,Uttar Pradesh,Other,Tier 2,Field sales,2026-06-23,1,0,0,0,0,0,2026-06-25,,,,
M000895,West Bengal,Services,Tier 3+,Online,2026-03-31,1,1,0,0,0,0,2026-04-03,2026-04-07,,,
M000896,Rajasthan,Fashion/Retail,Tier 3+,Referral,2026-02-09,1,1,1,1,1,0,2026-02-11,2026-02-16,2026-02-14,2026-03-05,
M000897,Telangana,Services,Tier 1,Field sales,2026-01-02,1,1,1,0,0,0,2026-01-03,2026-01-03,2026-01-07,,
M000898,Uttar Pradesh,Fashion/Retail,Tier 1,Online,2025-07-20,1,0,0,0,0,0,2025-07-21,,,,
M000899,Maharashtra,Pharmacy,Tier 1,Online,2025-07-26,1,1,1,0,0,0,2025-07-27,2025-07-29,2025-08-05,,
M000900,Karnataka,Other,Tier 2,Referral,2026-02-10,1,0,0,0,0,0,2026-02-11,,,,
M000901,Maharashtra,Kirana/Grocery,Tier 1,Field sales,2025-07-02,1,1,1,1,0,0,2025-07-05,2025-07-02,2025-07-09,2025-07-24,
M000902,Madhya Pradesh,Kirana/Grocery,Tier 1,Field sales,2025-07-16,1,1,0,0,0,0,2025-07-18,2025-07-22,,,
M000903,Bihar,Pharmacy,Tier 3+,Referral,2025-09-18,1,1,1,1,1,0,2025-09-20,2025-09-20,2025-09-21,2025-10-09,
M000904,Uttar Pradesh,Services,Tier 3+,Online,2026-05-19,0,0,0,0,0,0,,,,,
M000905,Telangana,Services,Tier 3+,Field sales,2025-12-15,1,1,1,1,1,0,2025-12-16,2025-12-16,2025-12-21,2026-01-04,
M000906,Rajasthan,Pharmacy,Tier 1,Organic QR,2026-03-16,1,1,1,0,0,0,2026-03-18,2026-03-17,2026-03-21,,
M000907,Madhya Pradesh,Services,Tier 2,Field sales,2025-11-28,0,0,0,0,0,0,,,,,
M000908,West Bengal,Fashion/Retail,Tier 1,Organic QR,2025-09-02,1,1,1,1,1,0,2025-09-04,2025-09-08,2025-09-11,2025-09-23,
M000909,Uttar Pradesh,Food & Beverage,Tier 2,Partner,2025-11-13,1,1,1,1,1,0,2025-11-15,2025-11-13,2025-11-20,2025-12-03,
M000910,Madhya Pradesh,Fashion/Retail,Tier 2,Field sales,2025-08-03,1,1,0,0,0,0,2025-08-03,2025-08-07,,,
M000911,Uttar Pradesh,Kirana/Grocery,Tier 3+,Partner,2026-04-08,1,1,1,1,0,0,2026-04-11,2026-04-15,2026-04-11,2026-05-07,
M000912,Uttar Pradesh,Services,Tier 2,Partner,2025-09-05,1,1,1,0,0,0,2025-09-07,2025-09-07,2025-09-10,,
M000913,Madhya Pradesh,Other,Tier 1,Organic QR,2025-11-15,0,0,0,0,0,0,,,,,
M000914,Uttar Pradesh,Kirana/Grocery,Tier 2,Online,2026-06-23,1,0,0,0,0,0,2026-06-24,,,,
M000915,Uttar Pradesh,Food & Beverage,Tier 3+,Field sales,2026-02-02,1,1,1,0,0,0,2026-02-04,2026-02-03,2026-02-09,,
M000916,Telangana,Food & Beverage,Tier 1,Field sales,2025-12-15,1,1,1,0,0,0,2025-12-17,2025-12-19,2025-12-20,,
M000917,Uttar Pradesh,Services,Tier 3+,Organic QR,2026-01-15,0,0,0,0,0,0,,,,,
M000918,Uttar Pradesh,Food & Beverage,Tier 1,Organic QR,2026-04-13,1,1,0,0,0,0,2026-04-14,2026-04-18,,,
M000919,Rajasthan,Kirana/Grocery,Tier 1,Field sales,2025-10-01,1,1,1,1,0,0,2025-10-04,2025-10-03,2025-10-06,2025-10-25,
M000920,Uttar Pradesh,Other,Tier 3+,Online,2026-02-18,1,1,1,1,0,0,2026-02-21,2026-02-23,2026-02-28,2026-03-25,
M000921,Karnataka,Kirana/Grocery,Tier 1,Field sales,2026-05-15,1,1,0,0,0,0,2026-05-18,2026-05-21,,,
M000922,Madhya Pradesh,Services,Tier 3+,Field sales,2026-01-25,1,0,0,0,0,0,2026-01-25,,,,
M000923,Telangana,Services,Tier 1,Referral,2025-12-10,1,1,0,0,0,0,2025-12-13,2025-12-15,,,
M000924,West Bengal,Kirana/Grocery,Tier 2,Online,2025-08-22,0,0,0,0,0,0,,,,,
M000925,Karnataka,Kirana/Grocery,Tier 2,Organic QR,2025-09-29,1,1,0,0,0,0,2025-09-30,2025-10-05,,,
M000926,Uttar Pradesh,Other,Tier 3+,Field sales,2026-06-11,1,1,0,0,0,0,2026-06-12,2026-06-13,,,
M000927,Uttar Pradesh,Services,Tier 3+,Field sales,2026-01-14,1,1,0,0,0,0,2026-01-16,2026-01-15,,,
M000928,Madhya Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-10-18,1,1,0,0,0,0,2025-10-19,2025-10-25,,,
M000929,Maharashtra,Fashion/Retail,Tier 2,Organic QR,2025-11-30,1,1,1,0,0,0,2025-12-03,2025-12-03,2025-12-03,,
M000930,West Bengal,Services,Tier 1,Partner,2026-01-27,1,1,0,0,0,0,2026-01-29,2026-01-27,,,
M000931,Uttar Pradesh,Kirana/Grocery,Tier 2,Organic QR,2026-01-13,1,1,1,1,1,1,2026-01-13,2026-01-14,2026-01-18,2026-02-04,2026-04-05
M000932,Rajasthan,Pharmacy,Tier 2,Organic QR,2026-03-13,1,1,1,1,0,1,2026-03-13,2026-03-20,2026-03-20,2026-04-05,2026-04-10
M000933,Uttar Pradesh,Services,Tier 1,Referral,2025-10-02,1,1,1,0,0,0,2025-10-02,2025-10-02,2025-10-11,,
M000934,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2026-02-22,1,1,1,1,1,1,2026-02-23,2026-02-28,2026-03-03,2026-03-16,2026-05-17
M000935,Uttar Pradesh,Fashion/Retail,Tier 1,Field sales,2025-12-09,1,1,1,1,1,0,2025-12-10,2025-12-11,2025-12-13,2026-01-03,
M000936,Karnataka,Kirana/Grocery,Tier 1,Referral,2026-06-09,1,1,1,0,0,0,2026-06-12,2026-06-16,2026-06-16,,
M000937,Telangana,Kirana/Grocery,Tier 3+,Field sales,2025-08-27,1,1,1,1,1,0,2025-08-28,2025-08-31,2025-09-04,2025-09-20,
M000938,Rajasthan,Kirana/Grocery,Tier 2,Field sales,2025-08-24,1,1,0,0,0,0,2025-08-24,2025-08-30,,,
M000939,Uttar Pradesh,Pharmacy,Tier 3+,Field sales,2025-12-16,1,1,1,1,1,0,2025-12-18,2025-12-22,2025-12-19,2026-01-20,
M000940,Maharashtra,Pharmacy,Tier 1,Organic QR,2026-01-02,1,0,0,0,0,0,2026-01-03,,,,
M000941,Maharashtra,Other,Tier 2,Partner,2026-03-10,1,1,1,1,1,0,2026-03-13,2026-03-13,2026-03-17,2026-04-13,
M000942,Karnataka,Kirana/Grocery,Tier 2,Organic QR,2025-11-25,1,1,0,0,0,0,2025-11-25,2025-12-02,,,
M000943,Karnataka,Fashion/Retail,Tier 1,Organic QR,2026-05-30,1,1,1,0,0,0,2026-05-31,2026-06-04,2026-06-07,,
M000944,Rajasthan,Services,Tier 3+,Organic QR,2025-12-21,1,1,1,0,0,0,2025-12-23,2025-12-24,2025-12-25,,
M000945,Maharashtra,Food & Beverage,Tier 1,Field sales,2025-08-17,1,1,1,0,0,0,2025-08-17,2025-08-19,2025-08-25,,
M000946,West Bengal,Kirana/Grocery,Tier 1,Referral,2025-08-13,0,0,0,0,0,0,,,,,
M000947,Karnataka,Fashion/Retail,Tier 1,Online,2026-06-21,1,1,1,1,0,0,2026-06-23,2026-06-21,2026-06-27,2026-07-12,
M000948,Maharashtra,Kirana/Grocery,Tier 1,Organic QR,2025-08-18,1,1,1,1,0,0,2025-08-20,2025-08-19,2025-08-21,2025-09-21,
M000949,Madhya Pradesh,Services,Tier 1,Field sales,2026-06-11,1,1,1,1,1,0,2026-06-11,2026-06-16,2026-06-17,2026-07-16,
M000950,Karnataka,Services,Tier 3+,Referral,2025-10-10,1,0,0,0,0,0,2025-10-12,,,,
M000951,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-08-04,1,1,1,1,0,0,2025-08-07,2025-08-09,2025-08-10,2025-09-07,
M000952,West Bengal,Other,Tier 1,Field sales,2025-10-20,1,1,0,0,0,0,2025-10-22,2025-10-21,,,
M000953,West Bengal,Fashion/Retail,Tier 2,Online,2026-02-10,1,0,0,0,0,0,2026-02-10,,,,
M000954,Bihar,Food & Beverage,Tier 1,Field sales,2025-12-04,1,1,0,0,0,0,2025-12-07,2025-12-07,,,
M000955,Maharashtra,Pharmacy,Tier 2,Field sales,2026-04-13,1,1,0,0,0,0,2026-04-13,2026-04-17,,,
M000956,Rajasthan,Food & Beverage,Tier 3+,Organic QR,2026-02-09,1,1,1,0,0,0,2026-02-12,2026-02-10,2026-02-17,,
M000957,West Bengal,Pharmacy,Tier 3+,Organic QR,2025-11-24,1,1,1,1,1,1,2025-11-27,2025-11-27,2025-11-29,2025-12-28,2026-01-07
M000958,West Bengal,Kirana/Grocery,Tier 2,Organic QR,2026-02-17,1,0,0,0,0,0,2026-02-17,,,,
M000959,Maharashtra,Food & Beverage,Tier 1,Field sales,2026-06-20,1,1,1,1,1,1,2026-06-21,2026-06-26,2026-06-29,2026-07-22,2026-08-01
M000960,Uttar Pradesh,Food & Beverage,Tier 1,Partner,2025-11-28,1,1,1,0,0,0,2025-12-01,2025-11-30,2025-12-06,,
M000961,Telangana,Food & Beverage,Tier 3+,Field sales,2025-08-26,1,1,0,0,0,0,2025-08-28,2025-09-01,,,
M000962,Maharashtra,Food & Beverage,Tier 2,Online,2025-11-27,0,0,0,0,0,0,,,,,
M000963,Bihar,Kirana/Grocery,Tier 2,Field sales,2026-05-03,1,1,1,1,1,0,2026-05-05,2026-05-05,2026-05-11,2026-05-27,
M000964,Karnataka,Other,Tier 3+,Field sales,2025-09-18,1,1,1,0,0,0,2025-09-20,2025-09-18,2025-09-23,,
M000965,Telangana,Kirana/Grocery,Tier 2,Organic QR,2026-06-12,1,1,1,1,1,0,2026-06-15,2026-06-14,2026-06-15,2026-07-12,
M000966,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2026-01-31,1,0,0,0,0,0,2026-02-02,,,,
M000967,Uttar Pradesh,Food & Beverage,Tier 2,Partner,2026-02-05,1,1,1,0,0,0,2026-02-07,2026-02-08,2026-02-09,,
M000968,Maharashtra,Services,Tier 1,Field sales,2025-10-24,1,1,1,1,1,1,2025-10-25,2025-10-25,2025-10-29,2025-11-16,2026-01-05
M000969,Uttar Pradesh,Kirana/Grocery,Tier 1,Organic QR,2026-06-01,1,1,0,0,0,0,2026-06-04,2026-06-06,,,
M000970,Maharashtra,Services,Tier 2,Field sales,2025-07-14,1,1,1,1,1,1,2025-07-16,2025-07-19,2025-07-21,2025-08-12,2025-09-01
M000971,West Bengal,Pharmacy,Tier 1,Organic QR,2025-10-18,1,1,0,0,0,0,2025-10-21,2025-10-22,,,
M000972,Maharashtra,Kirana/Grocery,Tier 2,Field sales,2025-11-30,1,1,0,0,0,0,2025-12-03,2025-12-03,,,
