merchant_id,variant,retained_30d_experiment,support_contact_30d,fraud_flag_30d
M003316,Merchant Launchpad,0,0,0
M003323,Control,0,0,0
M003326,Control,0,0,0
M003330,Merchant Launchpad,0,0,0
M003332,Control,1,0,0
M003334,Control,0,0,0
M003339,Control,0,0,0
M003340,Merchant Launchpad,1,0,0
M003346,Merchant Launchpad,0,0,0
M003350,Control,0,0,0
M003352,Merchant Launchpad,0,0,0
M003355,Merchant Launchpad,0,0,0
M003358,Merchant Launchpad,1,0,0
M003361,Control,0,0,0
M003364,Merchant Launchpad,0,0,0
M003371,Merchant Launchpad,1,0,0
M003379,Control,1,0,0
M003381,Control,0,1,0
M003382,Merchant Launchpad,1,0,0
M003383,Control,0,0,0
M003384,Merchant Launchpad,1,0,0
M003385,Control,0,0,0
M003387,Control,0,0,0
M003393,Merchant Launchpad,0,0,0
M003396,Merchant Launchpad,0,1,0
M003398,Control,1,1,0
M003401,Control,1,1,0
M003402,Control,0,0,0
M003404,Merchant Launchpad,0,0,0
M003412,Control,1,0,0
M003418,Control,0,0,0
M003422,Control,0,0,0
M003426,Control,1,1,0
M003428,Merchant Launchpad,0,0,0
M003429,Merchant Launchpad,0,0,0
M003432,Control,0,0,0
M003439,Merchant Launchpad,0,0,0
M003440,Merchant Launchpad,0,0,0
M003441,Control,0,0,0
M003445,Merchant Launchpad,1,0,0
M003455,Merchant Launchpad,1,0,0
M003456,Merchant Launchpad,1,1,0
M003459,Merchant Launchpad,0,0,0
M003462,Merchant Launchpad,0,0,0
M003463,Merchant Launchpad,0,0,0
M003470,Merchant Launchpad,0,0,0
M003474,Merchant Launchpad,0,1,0
M003480,Control,0,0,0
M003481,Merchant Launchpad,0,1,0
M003483,Merchant Launchpad,0,0,0
M003488,Control,0,0,0
M003495,Merchant Launchpad,0,0,0
M003506,Control,0,0,0
M003507,Control,1,0,0
M003508,Control,0,0,0
M003511,Control,1,0,0
M003516,Control,1,0,0
M003518,Merchant Launchpad,0,0,0
M003520,Control,1,1,0
M003521,Merchant Launchpad,0,0,0
M003523,Control,0,0,0
M003534,Merchant Launchpad,0,0,0
M003540,Control,0,0,0
M003544,Merchant Launchpad,0,0,0
M003548,Control,0,1,0
M003553,Merchant Launchpad,1,0,0
M003564,Merchant Launchpad,0,0,0
M003565,Merchant Launchpad,0,0,0
M003569,Merchant Launchpad,1,1,0
M003571,Merchant Launchpad,0,0,0
M003572,Merchant Launchpad,1,1,0
M003575,Control,0,0,0
M003578,Merchant Launchpad,0,0,0
M003579,Merchant Launchpad,1,0,0
M003581,Merchant Launchpad,0,0,0
M003582,Control,0,0,0
M003585,Control,0,0,0
M003590,Merchant Launchpad,1,0,0
M003593,Merchant Launchpad,0,1,0
M003605,Control,0,0,0
M003615,Merchant Launchpad,1,0,0
M003621,Merchant Launchpad,0,0,0
M003625,Control,0,0,0
M003627,Merchant Launchpad,1,0,0
M003629,Merchant Launchpad,0,0,0
M003630,Merchant Launchpad,1,0,0
M003634,Merchant Launchpad,0,1,0
M003635,Control,1,0,0
M003642,Merchant Launchpad,0,0,0
M003643,Control,0,0,0
M003645,Merchant Launchpad,0,0,0
M003649,Control,0,0,0
M003658,Control,0,0,0
M003663,Control,1,0,0
M003664,Merchant Launchpad,1,0,0
M003678,Merchant Launchpad,0,0,0
M003685,Merchant Launchpad,0,0,0
M003688,Merchant Launchpad,0,0,0
M003689,Control,0,0,0
M003700,Control,0,0,0
M003704,Merchant Launchpad,0,0,0
M003705,Merchant Launchpad,1,0,0
M003708,Merchant Launchpad,0,0,0
M003710,Control,0,0,0
M003712,Merchant Launchpad,0,0,0
M003713,Merchant Launchpad,1,0,0
M003723,Merchant Launchpad,0,0,0
M003724,Control,0,0,0
M003726,Control,0,1,0
M003732,Merchant Launchpad,1,0,0
M003734,Merchant Launchpad,1,0,0
M003740,Control,1,0,0
M003743,Control,0,1,0
M003746,Merchant Launchpad,0,0,0
M003748,Merchant Launchpad,0,0,0
M003749,Merchant Launchpad,0,0,0
M003750,Control,0,0,0
M003752,Merchant Launchpad,1,0,0
M003753,Control,0,0,0
M003769,Merchant Launchpad,1,0,0
M003778,Merchant Launchpad,0,0,0
M003779,Merchant Launchpad,0,0,0
M003784,Merchant Launchpad,1,0,0
M003785,Merchant Launchpad,1,0,0
M003789,Control,0,0,0
M003795,Control,1,0,0
M003801,Control,0,0,0
M003803,Control,0,0,0
M003806,Merchant Launchpad,1,0,0
M003818,Merchant Launchpad,0,0,0
M003820,Merchant Launchpad,0,0,0
M003826,Control,0,0,0
M003831,Control,0,0,0
M003833,Control,0,0,0
M003839,Control,0,0,0
M003840,Merchant Launchpad,0,1,0
M003841,Control,0,0,0
M003845,Merchant Launchpad,1,0,0
M003847,Merchant Launchpad,0,0,0
M003866,Merchant Launchpad,0,0,0
M003868,Merchant Launchpad,0,0,0
M003873,Control,0,1,0
M003881,Control,0,0,0
M003890,Merchant Launchpad,0,0,0
M003892,Control,1,0,0
M003896,Control,0,1,0
M003900,Control,0,0,0
M003902,Control,1,0,0
M003905,Control,0,0,0
M003906,Control,1,0,0
M003908,Control,0,0,0
M003910,Control,0,0,0
M003912,Control,0,0,0
M003915,Merchant Launchpad,0,0,0
M003918,Merchant Launchpad,0,0,0
M003921,Control,0,0,0
M003936,Control,0,0,0
M003943,Control,0,0,0
M003944,Merchant Launchpad,0,0,0
M003949,Merchant Launchpad,0,0,0
M003956,Merchant Launchpad,0,0,0
M003961,Merchant Launchpad,1,0,0
M003962,Control,1,1,0
M003966,Control,1,0,0
M003967,Control,0,0,0
M003972,Control,0,0,0
M003978,Control,0,0,0
M003985,Control,0,0,0
M003991,Control,0,0,0
M003992,Merchant Launchpad,0,0,0
M003998,Merchant Launchpad,1,1,0
M004002,Control,0,0,0
M004005,Control,0,0,0
M004006,Control,0,0,0
M004012,Merchant Launchpad,0,0,0
M004043,Control,1,0,0
M004053,Control,0,0,0
M004054,Merchant Launchpad,0,0,0
M004057,Control,1,0,0
M004065,Control,1,0,0
M004067,Control,0,0,0
M004072,Control,0,0,0
M004073,Control,0,1,0
M004074,Merchant Launchpad,0,1,0
M004077,Control,0,0,0
M004080,Control,1,0,0
M004081,Control,0,0,0
M004083,Merchant Launchpad,0,0,0
M004084,Merchant Launchpad,0,0,0
M004088,Merchant Launchpad,1,0,0
M004089,Control,0,0,0
M004090,Control,0,0,0
M004095,Control,1,1,0
M004099,Merchant Launchpad,1,0,0
M004102,Merchant Launchpad,0,0,0
M004108,Merchant Launchpad,0,0,0
M004114,Merchant Launchpad,1,0,0
M004122,Control,0,0,0
M004123,Merchant Launchpad,1,0,0
M004125,Control,0,0,0
M004132,Merchant Launchpad,0,0,0
M004135,Control,0,0,0
M004136,Control,0,0,0
M004137,Merchant Launchpad,0,0,0
M004139,Control,1,0,0
M004142,Merchant Launchpad,1,0,0
M004148,Merchant Launchpad,0,0,0
M004149,Merchant Launchpad,0,0,0
M004153,Merchant Launchpad,1,0,0
M004154,Merchant Launchpad,1,0,0
M004184,Control,0,0,0
M004190,Control,0,0,0
M004199,Merchant Launchpad,0,0,0
M004206,Control,1,0,0
M004207,Control,0,0,0
M004208,Merchant Launchpad,0,0,0
M004216,Control,0,0,0
M004223,Merchant Launchpad,1,0,0
M004225,Control,1,0,0
M004232,Merchant Launchpad,0,0,0
M004237,Control,1,0,0
M004239,Control,0,0,0
M004243,Merchant Launchpad,0,0,0
M004249,Control,0,0,0
M004253,Control,0,0,0
M004264,Control,1,0,0
M004266,Merchant Launchpad,0,0,0
M004268,Merchant Launchpad,1,0,0
M004271,Control,0,0,0
M004273,Merchant Launchpad,0,0,0
M004276,Merchant Launchpad,0,0,0
M004278,Merchant Launchpad,0,0,0
M004280,Control,0,0,0
M004282,Control,0,0,0
M004286,Merchant Launchpad,0,0,0
M004288,Control,1,0,0
M004289,Control,0,0,0
M004292,Control,1,0,0
M004295,Merchant Launchpad,1,0,0
M004296,Merchant Launchpad,0,0,0
M004298,Merchant Launchpad,0,0,0
M004306,Control,1,0,0
M004308,Control,1,1,0
M004309,Merchant Launchpad,1,0,0
M004312,Merchant Launchpad,1,0,0
M004315,Control,1,0,0
M004317,Merchant Launchpad,0,1,0
M004319,Merchant Launchpad,0,0,0
M004325,Merchant Launchpad,0,0,0
M004327,Control,0,0,0
M004330,Merchant Launchpad,0,0,0
M004333,Control,0,1,0
M004334,Control,1,0,0
M004335,Merchant Launchpad,0,0,0
M004337,Merchant Launchpad,1,0,0
M004349,Merchant Launchpad,0,0,0
M004356,Control,0,0,0
M004357,Control,0,0,0
M004360,Control,0,1,0
M004362,Control,1,0,0
M004364,Merchant Launchpad,0,0,0
M004366,Merchant Launchpad,0,0,0
M004369,Merchant Launchpad,0,0,0
M004374,Control,0,0,0
M004380,Merchant Launchpad,1,0,0
M004381,Control,1,0,0
M004392,Control,0,0,0
M004404,Control,1,0,0
M004406,Merchant Launchpad,1,0,0
M004422,Merchant Launchpad,0,0,0
M004423,Control,0,0,0
M004426,Merchant Launchpad,0,1,0
M004429,Merchant Launchpad,0,0,0
M004430,Control,1,0,0
M004431,Control,0,0,0
M004433,Merchant Launchpad,0,0,0
M004436,Merchant Launchpad,0,0,0
M004438,Merchant Launchpad,1,1,0
M004450,Control,0,0,0
M004451,Control,0,1,0
M004467,Control,0,0,0
M004468,Merchant Launchpad,1,0,0
M004469,Control,1,1,0
M004472,Merchant Launchpad,0,0,0
M004475,Merchant Launchpad,0,0,0
M004477,Merchant Launchpad,0,0,0
M004479,Control,0,0,0
M004483,Control,1,0,0
M004503,Control,0,0,0
M004504,Merchant Launchpad,1,0,0
M004510,Control,1,0,0
M004514,Control,0,0,0
M004515,Merchant Launchpad,0,0,0
M004516,Control,0,0,0
M004521,Merchant Launchpad,0,0,0
M004524,Merchant Launchpad,0,0,0
M004525,Merchant Launchpad,1,0,0
M004534,Merchant Launchpad,1,0,0
M004539,Merchant Launchpad,0,0,0
M004540,Control,0,1,0
M004543,Control,0,0,0
M004546,Merchant Launchpad,0,0,0
M004548,Control,0,1,0
M004550,Control,0,0,0
M004558,Control,1,0,0
M004565,Merchant Launchpad,1,0,0
M004574,Merchant Launchpad,1,0,0
M004576,Merchant Launchpad,0,0,0
M004582,Control,1,0,0
M004597,Control,0,1,0
M004599,Control,1,0,0
M004601,Merchant Launchpad,0,0,0
M004602,Control,0,0,0
M004604,Control,1,0,0
M004609,Control,0,0,0
M004613,Merchant Launchpad,0,0,0
M004620,Control,0,0,0
M004622,Merchant Launchpad,0,0,0
M004623,Control,1,0,0
M004629,Control,0,1,0
M004636,Control,1,0,0
M004637,Merchant Launchpad,0,0,0
M004640,Merchant Launchpad,0,0,0
M004641,Control,0,0,0
M004643,Control,0,0,0
M004652,Control,1,0,0
M004661,Merchant Launchpad,0,0,0
M004666,Control,0,0,0
M004674,Merchant Launchpad,1,0,0
M004675,Control,0,0,0
M004687,Merchant Launchpad,0,0,0
M004693,Control,1,0,0
M004694,Control,0,0,0
M004696,Merchant Launchpad,1,0,0
M004701,Merchant Launchpad,1,0,0
M004704,Merchant Launchpad,0,0,0
M004709,Control,0,0,0
M004712,Merchant Launchpad,1,0,0
M004713,Control,0,0,0
M004717,Merchant Launchpad,0,0,0
M004718,Control,0,0,0
M004722,Merchant Launchpad,0,0,0
M004723,Merchant Launchpad,1,0,0
M004728,Control,1,0,0
M004731,Merchant Launchpad,1,0,0
M004733,Merchant Launchpad,1,0,0
M004735,Control,1,0,0
M004747,Control,0,0,0
M004749,Control,0,0,0
M004753,Merchant Launchpad,1,0,0
M004754,Control,0,0,0
M004761,Merchant Launchpad,1,0,0
M004762,Merchant Launchpad,0,0,0
M004772,Merchant Launchpad,1,0,0
M004774,Control,0,0,0
M004781,Control,1,0,0
M004784,Merchant Launchpad,1,0,0
M004785,Control,0,0,0
M004792,Merchant Launchpad,0,0,0
M004793,Control,1,0,0
M004804,Control,1,0,0
M004806,Control,0,0,0
M004808,Control,1,0,0
M004810,Control,0,0,0
M004817,Control,0,0,0
M004820,Control,1,0,0
M004823,Control,0,0,0
M004824,Control,1,0,0
M004829,Merchant Launchpad,1,0,0
M004835,Merchant Launchpad,0,0,0
M004839,Control,0,0,0
M004840,Merchant Launchpad,0,0,0
M004841,Merchant Launchpad,0,0,0
M004845,Control,1,0,0
M004846,Merchant Launchpad,1,1,0
M004847,Control,0,0,0
M004850,Merchant Launchpad,0,0,0
M004851,Control,0,1,0
M004857,Control,0,0,0
M004860,Merchant Launchpad,0,0,0
M004862,Control,0,0,0
M004863,Merchant Launchpad,0,0,0
M004865,Control,0,0,0
M004869,Control,0,1,0
M004872,Merchant Launchpad,0,1,0
M004880,Control,0,1,0
M004882,Control,0,0,0
M004891,Merchant Launchpad,1,0,0
M004897,Merchant Launchpad,1,0,0
M004899,Control,1,0,0
M004908,Control,0,0,0
M004909,Control,1,0,0
M004911,Merchant Launchpad,1,0,0
M004915,Merchant Launchpad,0,0,0
M004919,Merchant Launchpad,1,1,0
M004921,Control,0,0,0
M004922,Merchant Launchpad,0,0,0
M004933,Merchant Launchpad,0,1,0
M004934,Control,0,0,0
M004937,Control,0,0,0
M004943,Merchant Launchpad,1,1,0
M004944,Merchant Launchpad,1,0,0
M004953,Merchant Launchpad,1,0,0
M004959,Control,0,0,0
M004960,Control,0,0,0
M004963,Control,0,0,0
M004965,Merchant Launchpad,1,0,0
M004970,Merchant Launchpad,0,0,0
M004971,Merchant Launchpad,0,0,0
M004973,Control,0,0,0
M004974,Control,0,0,0
M004975,Control,0,0,0
M004976,Merchant Launchpad,0,0,0
M004979,Merchant Launchpad,0,0,0
M004981,Merchant Launchpad,1,0,0
M004982,Control,0,0,0
M004987,Control,1,0,0
M004988,Merchant Launchpad,0,0,0
M004989,Merchant Launchpad,1,0,0
M004990,Control,0,0,0
M004993,Merchant Launchpad,1,0,0
M004998,Merchant Launchpad,1,0,0
M005005,Control,0,0,0
M005006,Merchant Launchpad,1,0,0
M005008,Merchant Launchpad,1,1,0
M005011,Control,1,0,0
M005014,Merchant Launchpad,0,0,0
M005016,Merchant Launchpad,1,0,0
M005019,Merchant Launchpad,1,0,0
M005021,Control,0,0,0
M005025,Merchant Launchpad,0,0,0
M005032,Control,0,0,0
M005037,Control,0,0,0
M005039,Merchant Launchpad,0,0,0
M005045,Merchant Launchpad,1,1,0
M005047,Merchant Launchpad,0,0,0
M005050,Control,0,0,0
M005053,Control,1,0,0
M005054,Control,0,0,0
M005056,Merchant Launchpad,0,0,0
M005057,Control,1,0,0
M005058,Merchant Launchpad,0,0,0
M005070,Merchant Launchpad,1,0,0
M005071,Control,0,0,0
M005074,Control,0,0,0
M005079,Merchant Launchpad,0,0,0
M005087,Merchant Launchpad,0,0,0
M005091,Merchant Launchpad,1,0,0
M005094,Merchant Launchpad,0,0,0
M005099,Merchant Launchpad,0,0,0
M005107,Merchant Launchpad,1,1,0
M005108,Merchant Launchpad,0,0,0
M005113,Merchant Launchpad,0,0,0
M005119,Merchant Launchpad,0,0,0
M005121,Merchant Launchpad,1,0,0
M005140,Control,0,0,0
M005146,Merchant Launchpad,0,0,0
M005148,Merchant Launchpad,0,0,0
M005155,Merchant Launchpad,0,0,0
M005156,Merchant Launchpad,0,0,0
M005157,Merchant Launchpad,0,1,0
M005160,Control,0,0,0
M005164,Merchant Launchpad,1,1,0
M005173,Merchant Launchpad,0,0,0
M005181,Merchant Launchpad,0,0,0
M005182,Control,0,0,0
M005184,Control,0,0,0
M005185,Control,1,0,0
M005187,Control,1,1,0
M005189,Merchant Launchpad,1,0,0
M005192,Merchant Launchpad,1,1,0
M005197,Merchant Launchpad,1,0,0
M005198,Control,1,0,0
M005200,Control,0,0,0
M005203,Control,0,0,0
M005208,Merchant Launchpad,0,0,0
M005215,Control,1,0,0
M005217,Merchant Launchpad,0,0,0
M005222,Merchant Launchpad,1,0,0
M005223,Merchant Launchpad,1,0,0
M005224,Merchant Launchpad,0,0,0
M005228,Control,0,0,0
M005236,Control,1,0,0
M005238,Merchant Launchpad,1,0,0
M005239,Merchant Launchpad,0,0,0
M005240,Control,1,0,0
M005242,Merchant Launchpad,0,0,0
M005243,Control,0,0,0
M005244,Control,1,0,0
M005248,Control,0,0,0
M005249,Control,0,0,0
M005261,Control,0,0,0
M005265,Merchant Launchpad,0,0,0
M005266,Control,1,0,0
M005278,Merchant Launchpad,1,0,0
M005283,Control,1,0,0
M005284,Control,0,0,0
M005285,Merchant Launchpad,1,0,0
M005288,Control,1,0,0
M005291,Control,1,0,0
M005292,Control,0,0,0
M005295,Control,0,0,0
M005296,Merchant Launchpad,0,1,0
M005300,Control,0,0,0
M005302,Merchant Launchpad,0,0,0
M005306,Control,0,0,0
M005311,Merchant Launchpad,1,0,0
M005312,Merchant Launchpad,1,0,0
M005319,Merchant Launchpad,1,0,0
M005322,Merchant Launchpad,0,1,0
M005325,Merchant Launchpad,0,0,0
M005332,Merchant Launchpad,0,0,0
M005334,Merchant Launchpad,0,0,0
M005355,Merchant Launchpad,0,0,0
M005356,Control,0,0,0
M005362,Merchant Launchpad,0,0,0
M005364,Merchant Launchpad,1,0,0
M005371,Control,0,0,0
M005382,Merchant Launchpad,1,0,0
M005386,Merchant Launchpad,0,0,0
M005388,Merchant Launchpad,1,0,0
M005390,Control,0,0,0
M005393,Control,0,0,0
M005394,Control,0,0,0
M005397,Control,0,0,0
M005399,Merchant Launchpad,1,0,0
M005400,Control,0,0,0
M005401,Control,0,0,0
M005408,Control,0,0,0
M005414,Merchant Launchpad,1,0,0
M005421,Merchant Launchpad,0,0,0
M005422,Merchant Launchpad,0,0,0
M005427,Control,1,0,0
M005430,Merchant Launchpad,0,0,0
M005431,Merchant Launchpad,0,0,0
M005436,Control,1,0,0
M005443,Merchant Launchpad,1,0,0
M005444,Control,0,0,0
M005453,Merchant Launchpad,1,0,0
M005454,Control,0,0,0
M005460,Merchant Launchpad,0,0,0
M005461,Control,0,0,0
M005473,Control,1,0,0
M005481,Control,0,0,0
M005484,Control,1,0,0
M005488,Merchant Launchpad,0,0,0
M005489,Control,0,0,0
M005492,Merchant Launchpad,0,0,0
M005495,Merchant Launchpad,0,0,0
M005497,Merchant Launchpad,1,0,0
M005499,Merchant Launchpad,0,0,0
M005501,Merchant Launchpad,1,0,0
M005506,Control,0,0,0
M005510,Control,1,0,0
M005512,Merchant Launchpad,0,0,0
M005513,Control,0,0,0
M005514,Merchant Launchpad,0,0,0
M005523,Merchant Launchpad,1,0,0
M005524,Merchant Launchpad,1,0,0
M005532,Control,0,0,0
M005538,Merchant Launchpad,1,0,0
M005539,Merchant Launchpad,1,1,0
M005540,Merchant Launchpad,0,0,0
M005544,Merchant Launchpad,0,0,0
M005546,Control,0,0,0
M005550,Control,0,0,0
M005563,Merchant Launchpad,0,0,0
M005571,Merchant Launchpad,0,0,0
M005578,Merchant Launchpad,1,0,0
M005582,Merchant Launchpad,0,0,0
M005588,Control,0,0,0
M005589,Merchant Launchpad,0,0,0
M005590,Merchant Launchpad,0,0,0
M005595,Merchant Launchpad,1,0,0
M005599,Control,0,0,0
M005600,Merchant Launchpad,0,0,0
M005602,Control,1,0,0
M005617,Control,0,1,0
M005619,Control,1,0,0
M005624,Merchant Launchpad,0,0,0
M005635,Merchant Launchpad,1,0,0
M005640,Control,0,1,0
M005641,Control,0,0,0
M005647,Control,0,0,0
M005648,Merchant Launchpad,0,0,0
M005649,Merchant Launchpad,0,0,0
M005650,Merchant Launchpad,0,0,0
M005651,Control,1,0,0
M005657,Control,1,1,0
M005658,Control,0,0,1
M005663,Merchant Launchpad,1,0,0
M005668,Control,1,0,0
M005669,Control,0,0,0
M005673,Merchant Launchpad,1,0,0
M005682,Merchant Launchpad,0,0,0
M005687,Control,0,0,0
M005689,Merchant Launchpad,0,0,0
M005693,Control,0,0,0
M005698,Merchant Launchpad,0,1,0
M005706,Merchant Launchpad,0,0,0
M005710,Control,0,0,0
M005712,Merchant Launchpad,0,0,0
M005715,Merchant Launchpad,1,0,0
M005721,Merchant Launchpad,0,0,0
M005731,Merchant Launchpad,0,1,0
M005733,Control,1,0,0
M005738,Merchant Launchpad,0,0,0
M005743,Control,0,0,0
M005749,Merchant Launchpad,1,0,0
M005751,Control,1,1,0
M005776,Control,1,0,0
M005783,Merchant Launchpad,1,0,0
M005784,Control,1,0,0
M005790,Control,0,0,0
M005794,Merchant Launchpad,0,0,0
M005797,Merchant Launchpad,1,0,0
M005804,Merchant Launchpad,1,0,0
M005808,Merchant Launchpad,1,0,0
M005814,Merchant Launchpad,0,0,0
M005818,Control,1,0,0
M005823,Control,1,0,0
M005833,Control,0,1,0
M005836,Control,0,0,0
M005837,Merchant Launchpad,0,0,0
M005841,Control,0,0,0
M005842,Control,1,0,0
M005845,Merchant Launchpad,1,0,0
M005865,Merchant Launchpad,0,0,0
M005868,Control,1,0,0
M005869,Merchant Launchpad,0,1,0
M005871,Merchant Launchpad,0,0,0
M005877,Control,0,1,0
M005882,Control,0,0,0
M005883,Control,0,0,0
M005886,Merchant Launchpad,1,0,0
M005887,Merchant Launchpad,1,0,0
M005896,Control,1,0,0
M005898,Control,1,0,0
M005900,Control,0,0,0
M005901,Merchant Launchpad,0,0,0
M005904,Merchant Launchpad,0,0,0
M005908,Merchant Launchpad,0,0,0
M005909,Merchant Launchpad,0,0,0
M005920,Control,0,0,0
M005922,Merchant Launchpad,0,0,0
M005924,Merchant Launchpad,0,0,0
M005925,Merchant Launchpad,0,1,0
M005931,Control,1,0,0
M005935,Merchant Launchpad,0,0,0
M005939,Merchant Launchpad,1,0,0
M005948,Control,0,0,0
M005949,Control,1,0,0
M005952,Control,1,0,0
M005960,Merchant Launchpad,0,0,0
M005963,Control,0,0,0
M005975,Merchant Launchpad,1,1,0
M005977,Control,1,0,0
M005982,Merchant Launchpad,0,0,0
M005983,Control,1,0,0
M005984,Merchant Launchpad,1,0,0
M005987,Merchant Launchpad,1,0,0
M005989,Control,0,0,0
M005993,Merchant Launchpad,0,0,0
M005997,Merchant Launchpad,0,0,0
M005998,Control,0,0,0
M005999,Control,0,0,0
